t_s,r
8.559000000000001052e+00,9.644681735208441298e-01
8.560000000000000497e+00,9.644872494466976143e-01
8.560999999999999943e+00,9.645063274136711495e-01
8.561999999999999389e+00,9.645254080323956147e-01
8.563000000000000611e+00,9.645444921915226066e-01
8.564000000000000057e+00,9.645635806378258792e-01
8.564999999999999503e+00,9.645826742204388626e-01
8.566000000000000725e+00,9.646017735032498264e-01
8.567000000000000171e+00,9.646208796225150817e-01
8.567999999999999616e+00,9.646399927818044562e-01
8.569000000000000838e+00,9.646591135112794202e-01
8.570000000000000284e+00,9.646782425452808951e-01
8.570999999999999730e+00,9.646973806497622927e-01
8.572000000000000952e+00,9.647165284178619293e-01
8.573000000000000398e+00,9.647356866913656681e-01
8.573999999999999844e+00,9.647548557435214889e-01
8.575000000000001066e+00,9.647740362531374014e-01
8.576000000000000512e+00,9.647932287948484120e-01
8.576999999999999957e+00,9.648124337101346981e-01
8.577999999999999403e+00,9.648316516775239382e-01
8.579000000000000625e+00,9.648508833926501271e-01
8.580000000000000071e+00,9.648701291861355722e-01
8.580999999999999517e+00,9.648893893164395275e-01
8.582000000000000739e+00,9.649086645885950331e-01
8.583000000000000185e+00,9.649279549474444329e-01
8.583999999999999631e+00,9.649472614991682073e-01
8.585000000000000853e+00,9.649665842799742821e-01
8.586000000000000298e+00,9.649859237689392133e-01
8.586999999999999744e+00,9.650052805706648140e-01
8.588000000000000966e+00,9.650246547991009338e-01
8.589000000000000412e+00,9.650440468702378150e-01
8.589999999999999858e+00,9.650634573172052200e-01
8.590999999999999304e+00,9.650828863432929783e-01
8.592000000000000526e+00,9.651023345694801359e-01
8.592999999999999972e+00,9.651218020286611576e-01
8.593999999999999417e+00,9.651412890956323487e-01
8.595000000000000639e+00,9.651607960613481918e-01
8.596000000000000085e+00,9.651803230246844834e-01
8.596999999999999531e+00,9.651998705103633780e-01
8.598000000000000753e+00,9.652194384902614832e-01
8.599000000000000199e+00,9.652390269408056556e-01
8.599999999999999645e+00,9.652586363770350175e-01
8.601000000000000867e+00,9.652782670423445399e-01
8.602000000000000313e+00,9.652979188904020624e-01
8.602999999999999758e+00,9.653175919368351954e-01
8.604000000000000981e+00,9.653372863198855791e-01
8.605000000000000426e+00,9.653570023097505226e-01
8.605999999999999872e+00,9.653767399737847033e-01
8.606999999999999318e+00,9.653964991681533991e-01
8.608000000000000540e+00,9.654162797200628310e-01
8.608999999999999986e+00,9.654360818348753925e-01
8.609999999999999432e+00,9.654559052159790156e-01
8.611000000000000654e+00,9.654757496941240857e-01
8.612000000000000099e+00,9.654956156570585479e-01
8.612999999999999545e+00,9.655155029938368161e-01
8.614000000000000767e+00,9.655354117154461013e-01
8.615000000000000213e+00,9.655553417665780902e-01
8.615999999999999659e+00,9.655752929173742061e-01
8.617000000000000881e+00,9.655952652218910970e-01
8.618000000000000327e+00,9.656152582017066832e-01
8.618999999999999773e+00,9.656352717101157612e-01
8.620000000000000995e+00,9.656553052431537942e-01
8.621000000000000441e+00,9.656753590607215498e-01
8.621999999999999886e+00,9.656954330325862035e-01
8.622999999999999332e+00,9.657155266865600218e-01
8.624000000000000554e+00,9.657356401907927212e-01
8.625000000000000000e+00,9.657557729590352524e-01
8.625999999999999446e+00,9.657759246157353594e-01
8.627000000000000668e+00,9.657960950703511349e-01
8.628000000000000114e+00,9.658162835924193335e-01
8.628999999999999559e+00,9.658364901033572592e-01
8.630000000000000782e+00,9.658567140913373317e-01
8.631000000000000227e+00,9.658769551905703743e-01
8.631999999999999673e+00,9.658972127573541844e-01
8.633000000000000895e+00,9.659174867204117776e-01
8.634000000000000341e+00,9.659377767258275904e-01
8.634999999999999787e+00,9.659580822048829951e-01
8.636000000000001009e+00,9.659784027093359926e-01
8.637000000000000455e+00,9.659987378672646452e-01
8.637999999999999901e+00,9.660190872321703370e-01
8.638999999999999346e+00,9.660394501391343924e-01
8.640000000000000568e+00,9.660598261740604986e-01
8.641000000000000014e+00,9.660802146467349916e-01
8.641999999999999460e+00,9.661006150810338422e-01
8.643000000000000682e+00,9.661210271042001141e-01
8.644000000000000128e+00,9.661414498063354284e-01
8.644999999999999574e+00,9.661618827073359395e-01
8.646000000000000796e+00,9.661823254221669766e-01
8.647000000000000242e+00,9.662027772768214673e-01
8.647999999999999687e+00,9.662232377944465211e-01
8.649000000000000909e+00,9.662437060913068310e-01
8.650000000000000355e+00,9.662641813188129758e-01
8.650999999999999801e+00,9.662846630789381219e-01
8.652000000000001023e+00,9.663051506605382368e-01
8.653000000000000469e+00,9.663256432416041930e-01
8.653999999999999915e+00,9.663461404755327999e-01
8.654999999999999361e+00,9.663666408850586365e-01
8.656000000000000583e+00,9.663871443400580130e-01
8.657000000000000028e+00,9.664076504073193519e-01
8.657999999999999474e+00,9.664281577597610973e-01
8.659000000000000696e+00,9.664486659193826101e-01
8.660000000000000142e+00,9.664691740507446172e-01
8.660999999999999588e+00,9.664896814969452521e-01
8.662000000000000810e+00,9.665101873547927713e-01
8.663000000000000256e+00,9.665306906924641117e-01
8.663999999999999702e+00,9.665511908095820726e-01
8.665000000000000924e+00,9.665716870148917117e-01
8.666000000000000369e+00,9.665921782753068570e-01
8.666999999999999815e+00,9.666126638969045892e-01
8.668000000000001037e+00,9.666331430382801848e-01
8.669000000000000483e+00,9.666536150588593834e-01
8.669999999999999929e+00,9.666740790182895005e-01
8.670999999999999375e+00,9.666945337459909027e-01
8.672000000000000597e+00,9.667149786521946897e-01
8.673000000000000043e+00,9.667354126362845967e-01
8.673999999999999488e+00,9.667558350046336901e-01
8.675000000000000711e+00,9.667762447826087069e-01
8.676000000000000156e+00,9.667966410865297400e-01
8.676999999999999602e+00,9.668170228761148177e-01
8.678000000000000824e+00,9.668373895146801233e-01
8.679000000000000270e+00,9.668577400673824540e-01
8.679999999999999716e+00,9.668780734997550752e-01
8.681000000000000938e+00,9.668983888739740573e-01
8.682000000000000384e+00,9.669186853607788512e-01
8.682999999999999829e+00,9.669389620653060513e-01
8.684000000000001052e+00,9.669592180884923893e-01
8.685000000000000497e+00,9.669794523103877326e-01
8.685999999999999943e+00,9.669996638649323017e-01
8.686999999999999389e+00,9.670198520007255993e-01
8.688000000000000611e+00,9.670400156967982053e-01
8.689000000000000057e+00,9.670601540429929477e-01
8.689999999999999503e+00,9.670802661655136800e-01
8.691000000000000725e+00,9.671003511235976013e-01
8.692000000000000171e+00,9.671204079634824202e-01
8.692999999999999616e+00,9.671404359586293076e-01
8.694000000000000838e+00,9.671604338296757586e-01
8.695000000000000284e+00,9.671804007166632244e-01
8.695999999999999730e+00,9.672003359443006598e-01
8.697000000000000952e+00,9.672202383626380406e-01
8.698000000000000398e+00,9.672401071610388090e-01
8.698999999999999844e+00,9.672599414053048017e-01
8.700000000000001066e+00,9.672797405609249166e-01
8.701000000000000512e+00,9.672995032832938378e-01
8.701999999999999957e+00,9.673192288148297902e-01
8.702999999999999403e+00,9.673389161562989669e-01
8.704000000000000625e+00,9.673585644296871511e-01
8.705000000000000071e+00,9.673781725551455768e-01
8.705999999999999517e+00,9.673977399340892847e-01
8.707000000000000739e+00,9.674172654127266568e-01
8.708000000000000185e+00,9.674367484283903362e-01
8.708999999999999631e+00,9.674561877829385148e-01
8.710000000000000853e+00,9.674755826630238031e-01
8.711000000000000298e+00,9.674949322037781352e-01
8.711999999999999744e+00,9.675142358211856752e-01
8.713000000000000966e+00,9.675334926789775913e-01
8.714000000000000412e+00,9.675527016097434929e-01
8.714999999999999858e+00,9.675718619450853764e-01
8.715999999999999304e+00,9.675909730577063605e-01
8.717000000000000526e+00,9.676100343126879944e-01
8.717999999999999972e+00,9.676290444031980797e-01
8.718999999999999417e+00,9.676480028191311034e-01
8.720000000000000639e+00,9.676669088575243771e-01
8.721000000000000085e+00,9.676857617020566682e-01
8.721999999999999531e+00,9.677045606251052368e-01
8.723000000000000753e+00,9.677233047220613615e-01
8.724000000000000199e+00,9.677419929125864462e-01
8.724999999999999645e+00,9.677606246185935790e-01
8.726000000000000867e+00,9.677791991181455833e-01
8.727000000000000313e+00,9.677977158594918139e-01
8.727999999999999758e+00,9.678161740501984855e-01
8.729000000000000981e+00,9.678345727761166195e-01
8.730000000000000426e+00,9.678529112069937934e-01
8.730999999999999872e+00,9.678711891280026292e-01
8.731999999999999318e+00,9.678894058875441297e-01
8.733000000000000540e+00,9.679075608748909376e-01
8.733999999999999986e+00,9.679256532039748340e-01
8.734999999999999432e+00,9.679436824532612338e-01
8.736000000000000654e+00,9.679616478499767362e-01
8.737000000000000099e+00,9.679795490450597839e-01
8.737999999999999545e+00,9.679973851956019670e-01
8.739000000000000767e+00,9.680151559550138618e-01
8.740000000000000213e+00,9.680328604025100203e-01
8.740999999999999659e+00,9.680504981114741447e-01
8.742000000000000881e+00,9.680680681678711652e-01
8.743000000000000327e+00,9.680855706445489206e-01
8.743999999999999773e+00,9.681030044783153210e-01
8.745000000000000995e+00,9.681203698088985954e-01
8.746000000000000441e+00,9.681376659443245991e-01
8.746999999999999886e+00,9.681548922731084694e-01
8.747999999999999332e+00,9.681720485210333349e-01
8.749000000000000554e+00,9.681891342628471397e-01
8.750000000000000000e+00,9.682061490378590651e-01
8.750999999999999446e+00,9.682230922289206676e-01
8.752000000000000668e+00,9.682399636389799058e-01
8.753000000000000114e+00,9.682567629522610408e-01
8.753999999999999559e+00,9.682734895084413873e-01
8.755000000000000782e+00,9.682901433597984608e-01
8.756000000000000227e+00,9.683067239963712991e-01
8.756999999999999673e+00,9.683232312570538847e-01
8.758000000000000895e+00,9.683396645639299471e-01
8.759000000000000341e+00,9.683560234754171603e-01
8.759999999999999787e+00,9.683723079757317054e-01
8.761000000000001009e+00,9.683885178355140511e-01
8.762000000000000455e+00,9.684046526629765950e-01
8.762999999999999901e+00,9.684207123399901640e-01
8.763999999999999346e+00,9.684366967534935311e-01
8.765000000000000568e+00,9.684526054779044602e-01
8.766000000000000014e+00,9.684684384907801258e-01
8.766999999999999460e+00,9.684841957050307482e-01
8.768000000000000682e+00,9.684998768331191110e-01
8.769000000000000128e+00,9.685154817888601553e-01
8.769999999999999574e+00,9.685310106759537074e-01
8.771000000000000796e+00,9.685464632467473134e-01
8.772000000000000242e+00,9.685618395823336613e-01
8.772999999999999687e+00,9.685771396625358909e-01
8.774000000000000909e+00,9.685923633046692460e-01
8.775000000000000355e+00,9.686075107306196807e-01
8.775999999999999801e+00,9.686225817601368249e-01
8.777000000000001023e+00,9.686375763661626559e-01
8.778000000000000469e+00,9.686524947361595528e-01
8.778999999999999915e+00,9.686673367473647156e-01
8.779999999999999361e+00,9.686821025330039081e-01
8.781000000000000583e+00,9.686967921745099908e-01
8.782000000000000028e+00,9.687114060953770922e-01
8.782999999999999474e+00,9.687259442100519813e-01
8.784000000000000696e+00,9.687404064405626958e-01
8.785000000000000142e+00,9.687547928866736546e-01
8.785999999999999588e+00,9.687691038441712532e-01
8.787000000000000810e+00,9.687833395197102959e-01
8.788000000000000256e+00,9.687974999738327986e-01
8.788999999999999702e+00,9.688115855200029047e-01
8.790000000000000924e+00,9.688255963919012448e-01
8.791000000000000369e+00,9.688395328096535142e-01
