t_s,r
2.051000000000000156e+00,1.968176326484383232e-01
2.052000000000000046e+00,1.969739871189265523e-01
2.052999999999999936e+00,1.971303472318691741e-01
2.053999999999999826e+00,1.972867066356291665e-01
2.055000000000000160e+00,1.974430584080613671e-01
2.056000000000000050e+00,1.975993968739268303e-01
2.056999999999999940e+00,1.977557146467531224e-01
2.057999999999999829e+00,1.979120053177979011e-01
2.059000000000000163e+00,1.980682621820182010e-01
2.060000000000000053e+00,1.982244789902632975e-01
2.060999999999999943e+00,1.983806495604103770e-01
2.061999999999999833e+00,1.985367670916640404e-01
2.063000000000000167e+00,1.986928252258814143e-01
2.064000000000000057e+00,1.988488182386010661e-01
2.064999999999999947e+00,1.990047395278934927e-01
2.065999999999999837e+00,1.991605835758706311e-01
2.067000000000000171e+00,1.993163433813439078e-01
2.068000000000000060e+00,1.994720131195097668e-01
2.068999999999999950e+00,1.996275871815171854e-01
2.069999999999999840e+00,1.997830596670711611e-01
2.071000000000000174e+00,1.999384240515930111e-01
2.072000000000000064e+00,2.000936753170260707e-01
2.072999999999999954e+00,2.002488073792287882e-01
2.073999999999999844e+00,2.004038142679135659e-01
2.075000000000000178e+00,2.005586904981839780e-01
2.076000000000000068e+00,2.007134306153427472e-01
2.076999999999999957e+00,2.008680282386529348e-01
2.077999999999999847e+00,2.010224786892802762e-01
2.079000000000000181e+00,2.011767767069330970e-01
2.080000000000000071e+00,2.013309172435280570e-01
2.080999999999999961e+00,2.014848952241715951e-01
2.081999999999999851e+00,2.016387058216048411e-01
2.083000000000000185e+00,2.017923446630022766e-01
2.084000000000000075e+00,2.019458064990608537e-01
2.084999999999999964e+00,2.020990864854131930e-01
2.085999999999999854e+00,2.022521797327632986e-01
2.087000000000000188e+00,2.024050823145169542e-01
2.088000000000000078e+00,2.025577892729910068e-01
2.088999999999999968e+00,2.027102963838305072e-01
2.089999999999999858e+00,2.028626001555490221e-01
2.091000000000000192e+00,2.030146957719609069e-01
2.092000000000000082e+00,2.031665786937610352e-01
2.092999999999999972e+00,2.033182450428591692e-01
2.093999999999999861e+00,2.034696918924468745e-01
2.095000000000000195e+00,2.036209158160573185e-01
2.096000000000000085e+00,2.037719125820530719e-01
2.096999999999999975e+00,2.039226779851709692e-01
2.097999999999999865e+00,2.040732087937068562e-01
2.099000000000000199e+00,2.042235022854738957e-01
2.100000000000000089e+00,2.043735541292707181e-01
2.100999999999999979e+00,2.045233614119889853e-01
2.101999999999999869e+00,2.046729217288041081e-01
2.103000000000000203e+00,2.048222329402780983e-01
2.104000000000000092e+00,2.049712916525682771e-01
2.104999999999999982e+00,2.051200954469174498e-01
2.105999999999999872e+00,2.052686416335613717e-01
2.107000000000000206e+00,2.054169271962772991e-01
2.108000000000000096e+00,2.055649507365906181e-01
2.108999999999999986e+00,2.057127099696158534e-01
2.109999999999999876e+00,2.058602034724668350e-01
2.111000000000000210e+00,2.060074280164850280e-01
2.112000000000000099e+00,2.061543825295548693e-01
2.112999999999999989e+00,2.063010654320916459e-01
2.113999999999999879e+00,2.064474747888565276e-01
2.115000000000000213e+00,2.065936096816554657e-01
2.116000000000000103e+00,2.067394686769055412e-01
2.116999999999999993e+00,2.068850500989450336e-01
2.117999999999999883e+00,2.070303528629006407e-01
2.119000000000000217e+00,2.071753761705333041e-01
2.120000000000000107e+00,2.073201194038215844e-01
2.120999999999999996e+00,2.074645806829005790e-01
2.121999999999999886e+00,2.076087606067392455e-01
2.123000000000000220e+00,2.077526581491715985e-01
2.124000000000000110e+00,2.078962735599969303e-01
2.125000000000000000e+00,2.080396064168131554e-01
2.125999999999999890e+00,2.081826571590673081e-01
2.127000000000000224e+00,2.083254259669966579e-01
2.128000000000000114e+00,2.084679128256711200e-01
2.129000000000000004e+00,2.086101172707593432e-01
2.129999999999999893e+00,2.087520402600209213e-01
2.131000000000000227e+00,2.088936826649935852e-01
2.132000000000000117e+00,2.090350439094942059e-01
2.133000000000000007e+00,2.091761245725117235e-01
2.133999999999999897e+00,2.093169270901932277e-01
2.135000000000000231e+00,2.094574523736002225e-01
2.136000000000000121e+00,2.095977014544949391e-01
2.137000000000000011e+00,2.097376760007270413e-01
2.137999999999999901e+00,2.098773772582253339e-01
2.139000000000000234e+00,2.100168065553033314e-01
2.140000000000000124e+00,2.101559659342853714e-01
2.141000000000000014e+00,2.102948569811838864e-01
2.141999999999999904e+00,2.104334812578759761e-01
2.143000000000000238e+00,2.105718413712016068e-01
2.144000000000000128e+00,2.107099394031095030e-01
2.145000000000000018e+00,2.108477773174113334e-01
2.145999999999999908e+00,2.109853583984619418e-01
2.147000000000000242e+00,2.111226842676650062e-01
2.148000000000000131e+00,2.112597576011288059e-01
2.149000000000000021e+00,2.113965812126468446e-01
2.149999999999999911e+00,2.115331581125821647e-01
2.151000000000000245e+00,2.116694913737625638e-01
2.152000000000000135e+00,2.118055844891824080e-01
2.153000000000000025e+00,2.119414397642602199e-01
2.153999999999999915e+00,2.120770605900108297e-01
2.155000000000000249e+00,2.122124509947336535e-01
2.156000000000000139e+00,2.123476150843146559e-01
2.157000000000000028e+00,2.124825555499702257e-01
2.157999999999999918e+00,2.126172761371908915e-01
2.159000000000000252e+00,2.127517802863320151e-01
2.160000000000000142e+00,2.128860731643673343e-01
2.161000000000000032e+00,2.130201582206495137e-01
2.161999999999999922e+00,2.131540389235912492e-01
2.163000000000000256e+00,2.132877204113693137e-01
2.164000000000000146e+00,2.134212069660680888e-01
2.165000000000000036e+00,2.135545030060276017e-01
2.165999999999999925e+00,2.136876126262136355e-01
2.167000000000000259e+00,2.138205395254378360e-01
2.168000000000000149e+00,2.139532898310410325e-01
2.169000000000000039e+00,2.140858685584360876e-01
2.169999999999999929e+00,2.142182800062491232e-01
2.171000000000000263e+00,2.143505293442860282e-01
2.172000000000000153e+00,2.144826217041757022e-01
2.173000000000000043e+00,2.146145621916267510e-01
2.173999999999999932e+00,2.147463564118826385e-01
2.175000000000000266e+00,2.148780088236451058e-01
2.176000000000000156e+00,2.150095244843609477e-01
2.177000000000000046e+00,2.151409101281227532e-01
2.177999999999999936e+00,2.152721715800174351e-01
2.178999999999999826e+00,2.154033131031792558e-01
2.180000000000000160e+00,2.155343410914895008e-01
2.181000000000000050e+00,2.156652613312312894e-01
2.181999999999999940e+00,2.157960802244192899e-01
2.182999999999999829e+00,2.159268035262134622e-01
2.184000000000000163e+00,2.160574370607001859e-01
2.185000000000000053e+00,2.161879863913437616e-01
2.185999999999999943e+00,2.163184577561478861e-01
2.186999999999999833e+00,2.164488566516105106e-01
2.188000000000000167e+00,2.165791899913420693e-01
2.189000000000000057e+00,2.167094630960416657e-01
2.189999999999999947e+00,2.168396830501574390e-01
2.190999999999999837e+00,2.169698552359987931e-01
2.192000000000000171e+00,2.170999863849077116e-01
2.193000000000000060e+00,2.172300831053149694e-01
2.193999999999999950e+00,2.173601514733236317e-01
2.194999999999999840e+00,2.174901980302716142e-01
2.196000000000000174e+00,2.176202288614700053e-01
2.197000000000000064e+00,2.177502517036413732e-01
2.197999999999999954e+00,2.178802730916282182e-01
2.198999999999999844e+00,2.180102992658647376e-01
2.200000000000000178e+00,2.181403365258030025e-01
2.201000000000000068e+00,2.182703915150874530e-01
2.201999999999999957e+00,2.184004708344859935e-01
2.202999999999999847e+00,2.185305822963053146e-01
2.204000000000000181e+00,2.186607318376021514e-01
2.205000000000000071e+00,2.187909256871143349e-01
2.205999999999999961e+00,2.189211708260457578e-01
2.206999999999999851e+00,2.190514750587398418e-01
2.208000000000000185e+00,2.191818444914997166e-01
2.209000000000000075e+00,2.193122850764885889e-01
2.209999999999999964e+00,2.194428042688934544e-01
2.210999999999999854e+00,2.195734090752992640e-01
2.212000000000000188e+00,2.197041057796423891e-01
2.213000000000000078e+00,2.198349009682790400e-01
2.213999999999999968e+00,2.199658012933393691e-01
2.214999999999999858e+00,2.200968137730487106e-01
2.216000000000000192e+00,2.202279453511570007e-01
2.217000000000000082e+00,2.203592014755009487e-01
2.217999999999999972e+00,2.204905902613761015e-01
2.218999999999999861e+00,2.206221184065645935e-01
2.220000000000000195e+00,2.207537917403694372e-01
2.221000000000000085e+00,2.208856172022648223e-01
2.221999999999999975e+00,2.210176011232010407e-01
2.222999999999999865e+00,2.211497506406999713e-01
2.224000000000000199e+00,2.212820720624801563e-01
2.225000000000000089e+00,2.214145713238266922e-01
2.225999999999999979e+00,2.215472556823738504e-01
2.226999999999999869e+00,2.216801319300545914e-01
2.228000000000000203e+00,2.218132064564577732e-01
2.229000000000000092e+00,2.219464857340199548e-01
2.229999999999999982e+00,2.220799759718008748e-01
2.230999999999999872e+00,2.222136829985830175e-01
2.232000000000000206e+00,2.223476128586039935e-01
2.233000000000000096e+00,2.224817719399484195e-01
2.233999999999999986e+00,2.226161669496501960e-01
2.234999999999999876e+00,2.227508026963960774e-01
2.236000000000000210e+00,2.228856855779349222e-01
2.237000000000000099e+00,2.230208207178216162e-01
2.237999999999999989e+00,2.231562144481141208e-01
2.238999999999999879e+00,2.232918731133108625e-01
2.240000000000000213e+00,2.234278021464202457e-01
2.241000000000000103e+00,2.235640072085395835e-01
2.241999999999999993e+00,2.237004937070029009e-01
2.242999999999999883e+00,2.238372680534933545e-01
2.244000000000000217e+00,2.239743353872250264e-01
2.245000000000000107e+00,2.241117012355894333e-01
2.245999999999999996e+00,2.242493703118435822e-01
2.246999999999999886e+00,2.243873473911283112e-01
2.248000000000000220e+00,2.245256377481499588e-01
2.249000000000000110e+00,2.246642462721714084e-01
2.250000000000000000e+00,2.248031778859812257e-01
2.250999999999999890e+00,2.249424381292861874e-01
2.252000000000000224e+00,2.250820315843652109e-01
2.253000000000000114e+00,2.252219625004137638e-01
2.254000000000000004e+00,2.253622350572732635e-01
2.254999999999999893e+00,2.255028543785367878e-01
2.256000000000000227e+00,2.256438244266519288e-01
2.257000000000000117e+00,2.257851497906463167e-01
2.258000000000000007e+00,2.259268346710086306e-01
2.258999999999999897e+00,2.260688830599704713e-01
2.260000000000000231e+00,2.262112989282514808e-01
2.261000000000000121e+00,2.263540861643694169e-01
2.262000000000000011e+00,2.264972482444041757e-01
2.262999999999999901e+00,2.266407890681955972e-01
2.264000000000000234e+00,2.267847126678902703e-01
2.265000000000000124e+00,2.269290218191941100e-01
2.266000000000000014e+00,2.270737192908390267e-01
2.266999999999999904e+00,2.272188090473103439e-01
2.268000000000000238e+00,2.273642937682368581e-01
2.269000000000000128e+00,2.275101761409754619e-01
2.270000000000000018e+00,2.276564589398636651e-01
2.270999999999999908e+00,2.278031451363838333e-01
2.272000000000000242e+00,2.279502381283179113e-01
2.273000000000000131e+00,2.280977403171764173e-01
2.274000000000000021e+00,2.282456532217777279e-01
2.274999999999999911e+00,2.283939795486140123e-01
2.276000000000000245e+00,2.285427215532588041e-01
2.277000000000000135e+00,2.286918812918685429e-01
2.278000000000000025e+00,2.288414605770423549e-01
2.278999999999999915e+00,2.289914608134364649e-01
2.280000000000000249e+00,2.291418828512632455e-01
2.281000000000000139e+00,2.292927283061420574e-01
2.282000000000000028e+00,2.294439990921871286e-01
2.282999999999999918e+00,2.295956961121005668e-01
2.284000000000000252e+00,2.297478213715967166e-01
2.285000000000000142e+00,2.299003755768008472e-01
2.286000000000000032e+00,2.300533592557762741e-01
2.286999999999999922e+00,2.302067727173590650e-01
2.288000000000000256e+00,2.303606164415562818e-01
2.289000000000000146e+00,2.305148914456960907e-01
2.290000000000000036e+00,2.306695980848064986e-01
2.290999999999999925e+00,2.308247372877066661e-01
2.292000000000000259e+00,2.309803083921024291e-01
2.293000000000000149e+00,2.311363114518724116e-01
2.294000000000000039e+00,2.312927459813190201e-01
2.294999999999999929e+00,2.314496117621832882e-01
2.296000000000000263e+00,2.316069088406002840e-01
2.297000000000000153e+00,2.317646361943125344e-01
2.298000000000000043e+00,2.319227938739056305e-01
2.298999999999999932e+00,2.320813806497389331e-01
2.300000000000000266e+00,2.322403949585656879e-01
2.301000000000000156e+00,2.323998363396432842e-01
2.302000000000000046e+00,2.325597030554470979e-01
2.302999999999999936e+00,2.327199934501370526e-01
2.304000000000000270e+00,2.328807066113542934e-01
2.305000000000000160e+00,2.330418405122048620e-01
2.306000000000000050e+00,2.332033935432113458e-01
2.306999999999999940e+00,2.333653640249234718e-01
2.307999999999999829e+00,2.335277502507802361e-01
2.309000000000000163e+00,2.336905497362823381e-01
2.310000000000000053e+00,2.338537605075506065e-01
2.310999999999999943e+00,2.340173790557508737e-01
2.311999999999999833e+00,2.341814040596024715e-01
2.313000000000000167e+00,2.343458324637844592e-01
2.314000000000000057e+00,2.345106618227215112e-01
2.314999999999999947e+00,2.346758890717537960e-01
2.315999999999999837e+00,2.348415109680863921e-01
2.317000000000000171e+00,2.350075245592938844e-01
2.318000000000000060e+00,2.351739268916155090e-01
2.318999999999999950e+00,2.353407152813147829e-01
2.319999999999999840e+00,2.355078863441452952e-01
2.321000000000000174e+00,2.356754364168807403e-01
2.322000000000000064e+00,2.358433618587315039e-01
2.322999999999999954e+00,2.360116584247652916e-01
2.323999999999999844e+00,2.361803235807251600e-01
2.325000000000000178e+00,2.363493524555151937e-01
2.326000000000000068e+00,2.365187412700638647e-01
2.326999999999999957e+00,2.366884855908472918e-01
2.327999999999999847e+00,2.368585811895707050e-01
2.329000000000000181e+00,2.370290239355395123e-01
2.330000000000000071e+00,2.371998094330430573e-01
2.330999999999999961e+00,2.373709329777813071e-01
2.331999999999999851e+00,2.375423907837350412e-01
2.333000000000000185e+00,2.377141773805904745e-01
2.334000000000000075e+00,2.378862885380775005e-01
2.334999999999999964e+00,2.380587185326572541e-01
2.335999999999999854e+00,2.382314625242447914e-01
2.337000000000000188e+00,2.384045163670927281e-01
2.338000000000000078e+00,2.385778752371301992e-01
2.338999999999999968e+00,2.387515326202832577e-01
2.339999999999999858e+00,2.389254845678694950e-01
2.341000000000000192e+00,2.390997249748327003e-01
2.342000000000000082e+00,2.392742479395224275e-01
2.342999999999999972e+00,2.394490488912799919e-01
2.343999999999999861e+00,2.396241218278309937e-01
2.345000000000000195e+00,2.397994610514905811e-01
2.346000000000000085e+00,2.399750609739569607e-01
2.346999999999999975e+00,2.401509163049121709e-01
2.347999999999999865e+00,2.403270197747791326e-01
2.349000000000000199e+00,2.405033669978075550e-01
2.350000000000000089e+00,2.406799527940150230e-01
2.350999999999999979e+00,2.408567701882673162e-01
2.351999999999999869e+00,2.410338131299619435e-01
2.353000000000000203e+00,2.412110753054534651e-01
2.354000000000000092e+00,2.413885503974895763e-01
2.354999999999999982e+00,2.415662322448153820e-01
2.355999999999999872e+00,2.417441146762542015e-01
2.357000000000000206e+00,2.419221914764054793e-01
2.358000000000000096e+00,2.421004565514939810e-01
2.358999999999999986e+00,2.422789032321462088e-01
2.359999999999999876e+00,2.424575253532146035e-01
2.361000000000000210e+00,2.426363159747038367e-01
2.362000000000000099e+00,2.428152696156532231e-01
2.362999999999999989e+00,2.429943793343018743e-01
2.363999999999999879e+00,2.431736391788613116e-01
2.365000000000000213e+00,2.433530420906926672e-01
2.366000000000000103e+00,2.435325818442745371e-01
2.366999999999999993e+00,2.437122523033314059e-01
2.367999999999999883e+00,2.438920450616950675e-01
2.369000000000000217e+00,2.440719552155267980e-01
2.370000000000000107e+00,2.442519757398416425e-01
2.370999999999999996e+00,2.444321003208939636e-01
2.371999999999999886e+00,2.446123218951891665e-01
2.373000000000000220e+00,2.447926337983706013e-01
2.374000000000000110e+00,2.449730297459283834e-01
2.375000000000000000e+00,2.451535024861772605e-01
2.375999999999999890e+00,2.453340460926102251e-01
2.377000000000000224e+00,2.455146543594634301e-01
2.378000000000000114e+00,2.456953196573948006e-01
2.379000000000000004e+00,2.458760355741971826e-01
2.379999999999999893e+00,2.460567961314322760e-01
2.381000000000000227e+00,2.462375953207638357e-01
2.382000000000000117e+00,2.464184259147107481e-01
2.383000000000000007e+00,2.465992817057922337e-01
2.383999999999999897e+00,2.467801558025327913e-01
2.385000000000000231e+00,2.469610421333504335e-01
2.386000000000000121e+00,2.471419333194609380e-01
2.387000000000000011e+00,2.473228235673544662e-01
2.387999999999999901e+00,2.475037066602515656e-01
2.389000000000000234e+00,2.476845760424759013e-01
2.390000000000000124e+00,2.478654254931380030e-01
2.391000000000000014e+00,2.480462493227507947e-01
2.391999999999999904e+00,2.482270408462265709e-01
2.393000000000000238e+00,2.484077933437728591e-01
2.394000000000000128e+00,2.485885006391622964e-01
2.395000000000000018e+00,2.487691569675627157e-01
2.395999999999999908e+00,2.489497572402661896e-01
2.397000000000000242e+00,2.491302941797157444e-01
2.398000000000000131e+00,2.493107620885452180e-01
2.399000000000000021e+00,2.494911552268553601e-01
2.399999999999999911e+00,2.496714672555535308e-01
2.401000000000000245e+00,2.498516932476379793e-01
2.402000000000000135e+00,2.500318267919823256e-01
2.403000000000000025e+00,2.502118625333589752e-01
2.403999999999999915e+00,2.503917950343814702e-01
2.405000000000000249e+00,2.505716186384372435e-01
2.406000000000000139e+00,2.507513276653102197e-01
2.407000000000000028e+00,2.509309163097656614e-01
2.407999999999999918e+00,2.511103799747125831e-01
2.409000000000000252e+00,2.512897126749973342e-01
2.410000000000000142e+00,2.514689097892006120e-01
2.411000000000000032e+00,2.516479660381868988e-01
2.411999999999999922e+00,2.518268769092202874e-01
2.413000000000000256e+00,2.520056364676123151e-01
2.414000000000000146e+00,2.521842402347451162e-01
2.415000000000000036e+00,2.523626835222352316e-01
2.415999999999999925e+00,2.525409614786737200e-01
2.417000000000000259e+00,2.527190693503061913e-01
2.418000000000000149e+00,2.528970031682564179e-01
2.419000000000000039e+00,2.530747585288879997e-01
2.419999999999999929e+00,2.532523296000831481e-01
2.421000000000000263e+00,2.534297128826262790e-01
2.422000000000000153e+00,2.536069040722854218e-01
2.423000000000000043e+00,2.537838997279919795e-01
2.423999999999999932e+00,2.539606964280450851e-01
2.425000000000000266e+00,2.541372899830898757e-01
2.426000000000000156e+00,2.543136761632164289e-01
2.427000000000000046e+00,2.544898513441168353e-01
2.427999999999999936e+00,2.546658116229473801e-01
2.429000000000000270e+00,2.548415534434052554e-01
2.430000000000000160e+00,2.550170736334439470e-01
2.431000000000000050e+00,2.551923700535190798e-01
2.431999999999999940e+00,2.553674387802225554e-01
2.432999999999999829e+00,2.555422763427744881e-01
2.434000000000000163e+00,2.557168801961775539e-01
2.435000000000000053e+00,2.558912475274179865e-01
2.435999999999999943e+00,2.560653751878536610e-01
2.436999999999999833e+00,2.562392615265199347e-01
2.438000000000000167e+00,2.564129036565397368e-01
2.439000000000000057e+00,2.565862985743628255e-01
2.439999999999999947e+00,2.567594441762153235e-01
2.440999999999999837e+00,2.569323375876086946e-01
2.442000000000000171e+00,2.571049778256716545e-01
2.443000000000000060e+00,2.572773632950542400e-01
2.443999999999999950e+00,2.574494907100733920e-01
2.444999999999999840e+00,2.576213593213742548e-01
2.446000000000000174e+00,2.577929673647680886e-01
2.447000000000000064e+00,2.579643137758146909e-01
2.447999999999999954e+00,2.581353967781892522e-01
2.448999999999999844e+00,2.583062142968195474e-01
2.450000000000000178e+00,2.584767665342509457e-01
2.451000000000000068e+00,2.586470520943774387e-01
2.451999999999999957e+00,2.588170708223730965e-01
2.452999999999999847e+00,2.589868209436012592e-01
2.454000000000000181e+00,2.591563022748401002e-01
2.455000000000000071e+00,2.593255135568742209e-01
2.455999999999999961e+00,2.594944543841633533e-01
2.456999999999999851e+00,2.596631252410203650e-01
2.458000000000000185e+00,2.598315262011578475e-01
2.459000000000000075e+00,2.599996567360290944e-01
2.459999999999999964e+00,2.601675169392440035e-01
2.460999999999999854e+00,2.603351069075786617e-01
2.462000000000000188e+00,2.605024268458360770e-01
2.463000000000000078e+00,2.606694773323286474e-01
2.463999999999999968e+00,2.608362589199480497e-01
2.464999999999999858e+00,2.610027726551374383e-01
2.466000000000000192e+00,2.611690188460165096e-01
2.467000000000000082e+00,2.613349987027610011e-01
2.467999999999999972e+00,2.615007135010155581e-01
2.468999999999999861e+00,2.616661633863918146e-01
2.470000000000000195e+00,2.618313498697914521e-01
2.471000000000000085e+00,2.619962749489425091e-01
2.471999999999999975e+00,2.621609403616410039e-01
2.472999999999999865e+00,2.623253465476653168e-01
2.474000000000000199e+00,2.624894963371060541e-01
2.475000000000000089e+00,2.626533906304810428e-01
2.475999999999999979e+00,2.628170318963494179e-01
2.476999999999999869e+00,2.629804215734142248e-01
2.478000000000000203e+00,2.631435627220157225e-01
2.479000000000000092e+00,2.633064577864593359e-01
2.479999999999999982e+00,2.634691083003115608e-01
2.480999999999999872e+00,2.636315176963917040e-01
2.482000000000000206e+00,2.637936876052797697e-01
2.483000000000000096e+00,2.639556214439535142e-01
2.483999999999999986e+00,2.641173218195069783e-01
2.484999999999999876e+00,2.642787916802020742e-01
2.486000000000000210e+00,2.644400336729576528e-01
2.487000000000000099e+00,2.646010508125480887e-01
2.487999999999999989e+00,2.647618471348049951e-01
2.488999999999999879e+00,2.649224253167904997e-01
2.490000000000000213e+00,2.650827891000280823e-01
2.491000000000000103e+00,2.652429417871959849e-01
2.491999999999999993e+00,2.654028860754163444e-01
2.492999999999999883e+00,2.655626258020697961e-01
2.494000000000000217e+00,2.657221663027913849e-01
2.495000000000000107e+00,2.658815102595725732e-01
2.495999999999999996e+00,2.660406621494805224e-01
2.496999999999999886e+00,2.661996257381460396e-01
2.498000000000000220e+00,2.663584052407246827e-01
2.499000000000000110e+00,2.665170048981191919e-01
2.500000000000000000e+00,2.666754301809363681e-01
2.500999999999999890e+00,2.668336846233549386e-01
2.502000000000000224e+00,2.669917735496140643e-01
2.503000000000000114e+00,2.671497014919703705e-01
2.504000000000000004e+00,2.673074727839462872e-01
2.504999999999999893e+00,2.674650926927103489e-01
2.506000000000000227e+00,2.676225662217296408e-01
2.507000000000000117e+00,2.677798981762142816e-01
2.508000000000000007e+00,2.679370933438184887e-01
2.508999999999999897e+00,2.680941564494418450e-01
2.510000000000000231e+00,2.682510929650653297e-01
2.511000000000000121e+00,2.684079082130854110e-01
2.512000000000000011e+00,2.685646076736699084e-01
2.512999999999999901e+00,2.687211965613106046e-01
2.514000000000000234e+00,2.688776802435085544e-01
2.515000000000000124e+00,2.690340643456221592e-01
2.516000000000000014e+00,2.691903539409005175e-01
2.516999999999999904e+00,2.693465544690104574e-01
2.518000000000000238e+00,2.695026719870980969e-01
2.519000000000000128e+00,2.696587123826365007e-01
2.520000000000000018e+00,2.698146808869412716e-01
2.520999999999999908e+00,2.699705844029792190e-01
2.522000000000000242e+00,2.701264282309362441e-01
2.523000000000000131e+00,2.702822181139731827e-01
2.524000000000000021e+00,2.704379601560558677e-01
2.524999999999999911e+00,2.705936602902814236e-01
2.526000000000000245e+00,2.707493248586347323e-01
2.527000000000000135e+00,2.709049593887908336e-01
2.528000000000000025e+00,2.710605695979696472e-01
2.528999999999999915e+00,2.712161622240007453e-01
2.530000000000000249e+00,2.713717429998672159e-01
2.531000000000000139e+00,2.715273183956290470e-01
2.532000000000000028e+00,2.716828949030827833e-01
2.532999999999999918e+00,2.718384777360942084e-01
2.534000000000000252e+00,2.719940735721153580e-01
2.535000000000000142e+00,2.721496896340556138e-01
2.536000000000000032e+00,2.723053313425079502e-01
2.536999999999999922e+00,2.724610049201835471e-01
2.538000000000000256e+00,2.726167173433103330e-01
2.539000000000000146e+00,2.727724749577140062e-01
2.540000000000000036e+00,2.729282841428462003e-01
2.540999999999999925e+00,2.730841508960653030e-01
2.542000000000000259e+00,2.732400819951886772e-01
2.543000000000000149e+00,2.733960834486835467e-01
2.544000000000000039e+00,2.735521619291890749e-01
2.544999999999999929e+00,2.737083234514586239e-01
2.546000000000000263e+00,2.738645737533671465e-01
2.547000000000000153e+00,2.740209202225104002e-01
2.548000000000000043e+00,2.741773680547539560e-01
2.548999999999999932e+00,2.743339243918547221e-01
2.550000000000000266e+00,2.744905959932306128e-01
2.551000000000000156e+00,2.746473879342069546e-01
2.552000000000000046e+00,2.748043078879902623e-01
2.552999999999999936e+00,2.749613612724952638e-01
2.554000000000000270e+00,2.751185547151364652e-01
2.555000000000000160e+00,2.752758944776139693e-01
2.556000000000000050e+00,2.754333866975299805e-01
2.556999999999999940e+00,2.755910366520293864e-01
2.558000000000000274e+00,2.757488507063176053e-01
2.559000000000000163e+00,2.759068345858057270e-01
2.560000000000000053e+00,2.760649951756759535e-01
2.560999999999999943e+00,2.762233379762349950e-01
2.561999999999999833e+00,2.763818694698266798e-01
2.563000000000000167e+00,2.765405945469478488e-01
2.564000000000000057e+00,2.766995192691814043e-01
2.564999999999999947e+00,2.768586499299849346e-01
2.565999999999999837e+00,2.770179920973345755e-01
2.567000000000000171e+00,2.771775517152145207e-01
2.568000000000000060e+00,2.773373347330850835e-01
2.568999999999999950e+00,2.774973461636326411e-01
2.569999999999999840e+00,2.776575918034238089e-01
2.571000000000000174e+00,2.778180767144005081e-01
2.572000000000000064e+00,2.779788066450739614e-01
2.572999999999999954e+00,2.781397870755977775e-01
2.573999999999999844e+00,2.783010237913835505e-01
2.575000000000000178e+00,2.784625206344375492e-01
2.576000000000000068e+00,2.786242839723909737e-01
2.576999999999999957e+00,2.787863179304397310e-01
2.577999999999999847e+00,2.789486273461932453e-01
2.579000000000000181e+00,2.791112181163481476e-01
2.580000000000000071e+00,2.792740947758883818e-01
2.580999999999999961e+00,2.794372613985841025e-01
2.581999999999999851e+00,2.796007230542804090e-01
2.583000000000000185e+00,2.797644838697406766e-01
2.584000000000000075e+00,2.799285487678033202e-01
2.584999999999999964e+00,2.800929219956744820e-01
2.585999999999999854e+00,2.802576084429989067e-01
2.587000000000000188e+00,2.804226118833813564e-01
2.588000000000000078e+00,2.805879371460271998e-01
2.588999999999999968e+00,2.807535878197935930e-01
2.589999999999999858e+00,2.809195688882846209e-01
2.591000000000000192e+00,2.810858840149842997e-01
2.592000000000000082e+00,2.812525364355609181e-01
2.592999999999999972e+00,2.814195287101126097e-01
2.593999999999999861e+00,2.815868655312619984e-01
2.595000000000000195e+00,2.817545502952053527e-01
2.596000000000000085e+00,2.819225857614934827e-01
2.596999999999999975e+00,2.820909766924535322e-01
2.597999999999999865e+00,2.822597258757672534e-01
2.599000000000000199e+00,2.824288356676673550e-01
2.600000000000000089e+00,2.825983091158473792e-01
2.600999999999999979e+00,2.827681490825464938e-01
2.601999999999999869e+00,2.829383574024633141e-01
2.603000000000000203e+00,2.831089372418155170e-01
2.604000000000000092e+00,2.832798919081636613e-01
2.604999999999999982e+00,2.834512226247347111e-01
2.605999999999999872e+00,2.836229326012060792e-01
2.607000000000000206e+00,2.837950235359804063e-01
2.608000000000000096e+00,2.839674971282269977e-01
2.608999999999999986e+00,2.841403559446020743e-01
2.609999999999999876e+00,2.843136014021077629e-01
2.611000000000000210e+00,2.844872353152612665e-01
2.612000000000000099e+00,2.846612590416206512e-01
2.612999999999999989e+00,2.848356742293030597e-01
2.613999999999999879e+00,2.850104818676665319e-01
2.615000000000000213e+00,2.851856834585472789e-01
2.616000000000000103e+00,2.853612797938963608e-01
2.616999999999999993e+00,2.855372715768520475e-01
2.617999999999999883e+00,2.857136597435262493e-01
2.619000000000000217e+00,2.858904455607421680e-01
2.620000000000000107e+00,2.860676292780701124e-01
2.620999999999999996e+00,2.862452121821929540e-01
2.621999999999999886e+00,2.864231941432987538e-01
2.623000000000000220e+00,2.866015756554503024e-01
2.624000000000000110e+00,2.867803565205520044e-01
2.625000000000000000e+00,2.869595362940974281e-01
2.625999999999999890e+00,2.871391142422816123e-01
2.627000000000000224e+00,2.873190899904807249e-01
2.628000000000000114e+00,2.874994646761230843e-01
2.629000000000000004e+00,2.876802369941000026e-01
2.629999999999999893e+00,2.878614061013832215e-01
2.631000000000000227e+00,2.880429718746408407e-01
2.632000000000000117e+00,2.882249336084584668e-01
2.633000000000000007e+00,2.884072905436667056e-01
