t,J,phi,r
4.006000000000000227e+00,5.083480360082861527e-01,-5.778817581075811061e-03,5.707530663431000795e-01
4.006999999999999673e+00,4.978719770343087436e-01,-5.749053553571793068e-03,5.709750700728283279e-01
4.008000000000000007e+00,4.870485039323739218e-01,-5.718767238058315716e-03,5.711971706983380859e-01
4.009000000000000341e+00,4.758828233707239064e-01,-5.687969552580428648e-03,5.714193639279188108e-01
4.009999999999999787e+00,4.643804875356329354e-01,-5.656671759956835577e-03,5.716416449428431967e-01
4.011000000000000121e+00,4.525473907664093742e-01,-5.624885462200182248e-03,5.718640105282640773e-01
4.012000000000000455e+00,4.403897658467217924e-01,-5.592622594593518737e-03,5.720864556781344312e-01
4.012999999999999901e+00,4.279141799548997760e-01,-5.559895419426762013e-03,5.723089763941371366e-01
4.014000000000000234e+00,4.151275302763040576e-01,-5.526716519397129566e-03,5.725315677578530771e-01
4.014999999999999680e+00,4.020370392814149874e-01,-5.493098790678001449e-03,5.727542257370176193e-01
4.016000000000000014e+00,3.886502496729874467e-01,-5.459055435660908374e-03,5.729769465376096660e-01
4.017000000000000348e+00,3.749750190067366873e-01,-5.424599955375724279e-03,5.731997261341977845e-01
4.017999999999999794e+00,3.610195139897942052e-01,-5.389746141594441847e-03,5.734225599362769987e-01
4.019000000000000128e+00,3.467922044616150723e-01,-5.354508068624298962e-03,5.736454433617711457e-01
4.020000000000000462e+00,3.323018570625831392e-01,-5.318900084796194042e-03,5.738683724763271599e-01
4.020999999999999908e+00,3.175575285955655191e-01,-5.282936803654862505e-03,5.740913428278944242e-01
4.022000000000000242e+00,3.025685590860131557e-01,-5.246633094857355156e-03,5.743143498108933542e-01
4.022999999999999687e+00,2.873445645469124843e-01,-5.210004074786879665e-03,5.745373891130919342e-01
4.024000000000000021e+00,2.718954294544220218e-01,-5.173065096889192110e-03,5.747604557646367462e-01
4.025000000000000355e+00,2.562312989412744990e-01,-5.135831741739109793e-03,5.749835450078123467e-01
4.025999999999999801e+00,2.403625707144269041e-01,-5.098319806845000995e-03,5.752066524727661445e-01
4.027000000000000135e+00,2.242998867042279576e-01,-5.060545296199325110e-03,5.754297741261651389e-01
4.028000000000000469e+00,2.080541244527318867e-01,-5.022524409583627863e-03,5.756529054878539720e-01
4.028999999999999915e+00,1.916363882485510872e-01,-4.984273531636609737e-03,5.758760415881556405e-01
4.030000000000000249e+00,1.750580000163416139e-01,-4.945809220694208364e-03,5.760991780074344870e-01
4.030999999999999694e+00,1.583304899692412060e-01,-4.907148197410769221e-03,5.763223103704943062e-01
4.032000000000000028e+00,1.414655870325046971e-01,-4.868307333170757145e-03,5.765454336473418984e-01
4.033000000000000362e+00,1.244752090472386330e-01,-4.829303638300566984e-03,5.767685436083888062e-01
4.033999999999999808e+00,1.073714527629922311e-01,-4.790154250090303961e-03,5.769916350764772162e-01
4.035000000000000142e+00,9.016658362842630559e-02,-4.750876420635550927e-03,5.772147046650213387e-01
4.036000000000000476e+00,7.287302538949477770e-02,-4.711487504509382501e-03,5.774377471985371324e-01
4.036999999999999922e+00,5.550334950456922711e-02,-4.672004946275076093e-03,5.776607583179128591e-01
4.038000000000000256e+00,3.807026438624735998e-02,-4.632446267850138903e-03,5.778837336814517389e-01
4.038999999999999702e+00,2.058660448005725230e-02,-4.592829055732429618e-03,5.781066689239250378e-01
4.040000000000000036e+00,3.065319189757359508e-03,-4.553170948099385940e-03,5.783295589950073756e-01
4.041000000000000369e+00,-1.448053834008035390e-02,-4.513489621791444591e-03,5.785523993635911522e-01
4.041999999999999815e+00,-3.203782257405042577e-02,-4.473802779190906923e-03,5.787751857976153325e-01
4.043000000000000149e+00,-4.959330705775687187e-02,-4.434128135007690645e-03,5.789979132460747469e-01
4.044000000000000483e+00,-6.713369600074121923e-02,-4.394483402983435927e-03,5.792205772184525481e-01
4.044999999999999929e+00,-8.464563595972779408e-02,-4.354886282525639689e-03,5.794431742249598338e-01
4.046000000000000263e+00,-1.021157276112980572e-01,-4.315354445283521405e-03,5.796656990528271658e-01
4.046999999999999709e+00,-1.195305376026548627e-01,-4.275905521677450354e-03,5.798881478397407419e-01
4.048000000000000043e+00,-1.368766104696923225e-01,-4.236557087393846670e-03,5.801105159506266817e-01
4.049000000000000377e+00,-1.541404806107047609e-01,-4.197326649857526654e-03,5.803327989367579320e-01
4.049999999999999822e+00,-1.713086843048214347e-01,-4.158231634693481879e-03,5.805549928203702637e-01
4.051000000000000156e+00,-1.883677717635530158e-01,-4.119289372190228227e-03,5.807770926432483938e-01
4.052000000000000490e+00,-2.053043192039483711e-01,-4.080517083776755149e-03,5.809990943496814442e-01
4.052999999999999936e+00,-2.221049409321858015e-01,-4.041931868525273745e-03,5.812209938645792606e-01
4.054000000000000270e+00,-2.387563014258576033e-01,-4.003550689691836445e-03,5.814427868768752283e-01
4.054999999999999716e+00,-2.552451274034316375e-01,-3.965390361307039903e-03,5.816644691942032264e-01
4.056000000000000050e+00,-2.715582198696248062e-01,-3.927467534828834456e-03,5.818860364634773630e-01
4.057000000000000384e+00,-2.876824661247643911e-01,-3.889798685869663448e-03,5.821074851481566892e-01
4.057999999999999829e+00,-3.036048517270873437e-01,-3.852400101009878161e-03,5.823288105051956931e-01
4.059000000000000163e+00,-3.193124723961887623e-01,-3.815287864709548862e-03,5.825500081788298479e-01
4.060000000000000497e+00,-3.347925458462526205e-01,-3.778477846330545713e-03,5.827710749213810271e-01
4.060999999999999943e+00,-3.500324235378383109e-01,-3.741985687280857849e-03,5.829920070432648149e-01
4.062000000000000277e+00,-3.650196023367587861e-01,-3.705826788292887735e-03,5.832128003049746878e-01
4.062999999999999723e+00,-3.797417360687389554e-01,-3.670016296847500911e-03,5.834334506830853861e-01
4.064000000000000057e+00,-3.941866469590122324e-01,-3.634569094755376109e-03,5.836539536133091843e-01
4.065000000000000391e+00,-4.083423369453395013e-01,-3.599499785907230281e-03,5.838743059250259826e-01
4.065999999999999837e+00,-4.221969988538808449e-01,-3.564822684204195079e-03,5.840945040153311396e-01
4.067000000000000171e+00,-4.357390274269405395e-01,-3.530551801679684704e-03,5.843145441770101201e-01
4.068000000000000504e+00,-4.489570301916839812e-01,-3.496700836823724186e-03,5.845344224208245398e-01
4.068999999999999950e+00,-4.618398381596086621e-01,-3.463283163120768789e-03,5.847541357383905236e-01
4.070000000000000284e+00,-4.743765163460504919e-01,-3.430311817811699127e-03,5.849736800764563371e-01
4.070999999999999730e+00,-4.865563740995082487e-01,-3.397799490890581180e-03,5.851930521317302292e-01
4.072000000000000064e+00,-4.983689752308821386e-01,-3.365758514346611687e-03,5.854122485235726536e-01
4.073000000000000398e+00,-5.098041479323325298e-01,-3.334200851661377543e-03,5.856312662735946306e-01
4.073999999999999844e+00,-5.208519944763989606e-01,-3.303138087571446356e-03,5.858501015725219307e-01
4.075000000000000178e+00,-5.315029006856659688e-01,-3.272581418106020826e-03,5.860687510540163458e-01
4.076000000000000512e+00,-5.417475451635456185e-01,-3.242541640909179287e-03,5.862872122883130421e-01
4.076999999999999957e+00,-5.515769082772850052e-01,-3.213029145855994875e-03,5.865054811831740267e-01
4.078000000000000291e+00,-5.609822808842087616e-01,-3.184053905971556513e-03,5.867235551700813456e-01
4.078999999999999737e+00,-5.699552727924490636e-01,-3.155625468661685425e-03,5.869414311811086415e-01
4.080000000000000071e+00,-5.784878209479759059e-01,-3.127752947263819170e-03,5.871591064904213564e-01
4.081000000000000405e+00,-5.865721973395217059e-01,-3.100445012926375532e-03,5.873765774526717998e-01
4.081999999999999851e+00,-5.942010166137448035e-01,-3.073709886824457609e-03,5.875938421576846205e-01
4.083000000000000185e+00,-6.013672433928182182e-01,-3.047555332719622222e-03,5.878108975072221520e-01
4.084000000000000519e+00,-6.080641992871755885e-01,-3.021988649871070343e-03,5.880277406285917552e-01
4.084999999999999964e+00,-6.142855695963664875e-01,-2.997016666305290372e-03,5.882443692969916427e-01
4.086000000000000298e+00,-6.200254096912141133e-01,-2.972645732450925754e-03,5.884607806262324159e-01
4.086999999999999744e+00,-6.252781510707696722e-01,-2.948881715145289760e-03,5.886769720153506302e-01
4.088000000000000078e+00,-6.300386070879531175e-01,-2.925729992018598086e-03,5.888929406895438978e-01
4.089000000000000412e+00,-6.343019783379489906e-01,-2.903195446261740142e-03,5.891086850608798775e-01
4.089999999999999858e+00,-6.380638577038764137e-01,-2.881282461782948886e-03,5.893242024920750666e-01
4.091000000000000192e+00,-6.413202350544662256e-01,-2.859994918758522204e-03,5.895394913629807832e-01
4.092000000000000526e+00,-6.440675015888248645e-01,-2.839336189582272220e-03,5.897545493306125541e-01
4.092999999999999972e+00,-6.463024538237881478e-01,-2.819309135218123902e-03,5.899693742913713068e-01
4.094000000000000306e+00,-6.480222972195781583e-01,-2.799916101959867148e-03,5.901839639207007160e-01
4.094999999999999751e+00,-6.492246494398892231e-01,-2.781158918601716115e-03,5.903983168591149244e-01
4.096000000000000085e+00,-6.499075432428871313e-01,-2.763038894022984762e-03,5.906124311778029323e-01
4.097000000000000419e+00,-6.500694289998980580e-01,-2.745556815189779953e-03,5.908263046929199680e-01
4.097999999999999865e+00,-6.497091768389725575e-01,-2.728712945576282096e-03,5.910399353108719556e-01
4.099000000000000199e+00,-6.488260784108186296e-01,-2.712507024007750935e-03,5.912533220419331492e-01
4.099999999999999645e+00,-6.474198482750161965e-01,-2.696938263927097044e-03,5.914664632644236475e-01
4.100999999999999979e+00,-6.454906249047079880e-01,-2.682005353086371231e-03,5.916793573130831874e-01
4.102000000000000313e+00,-6.430389713084088132e-01,-2.667706453664247385e-03,5.918920031063225062e-01
4.102999999999999758e+00,-6.400658752678638486e-01,-2.654039202810118490e-03,5.921043991698999864e-01
4.104000000000000092e+00,-6.365727491913144576e-01,-2.641000713615054320e-03,5.923165443383876516e-01
4.105000000000000426e+00,-6.325614295818713373e-01,-2.628587576509529289e-03,5.925284370398106182e-01
4.105999999999999872e+00,-6.280341761210302964e-01,-2.616795861087344108e-03,5.927400766000078258e-01
4.107000000000000206e+00,-6.229936703678020660e-01,-2.605621118354905976e-03,5.929514622779831212e-01
4.107999999999999652e+00,-6.174430140742677153e-01,-2.595058383404535464e-03,5.931625930942058256e-01
4.108999999999999986e+00,-6.113857271186525777e-01,-2.585102178510119593e-03,5.933734683670466303e-01
4.110000000000000320e+00,-6.048257450575866834e-01,-2.575746516643101416e-03,5.935840875727770305e-01
4.110999999999999766e+00,-5.977674162993440454e-01,-2.566984905406314611e-03,5.937944501434849753e-01
4.112000000000000099e+00,-5.902154989003478569e-01,-2.558810351382855008e-03,5.940045545557619544e-01
4.113000000000000433e+00,-5.821751569876417731e-01,-2.551215364896832708e-03,5.942144014667977148e-01
4.113999999999999879e+00,-5.736519568102445010e-01,-2.544191965182334998e-03,5.944239899186886111e-01
4.115000000000000213e+00,-5.646518624227010452e-01,-2.537731685956766750e-03,5.946333195021156204e-01
4.115999999999999659e+00,-5.551812310047177235e-01,-2.531825581394144768e-03,5.948423899620888244e-01
4.116999999999999993e+00,-5.452468078206299529e-01,-2.526464232493749480e-03,5.950512009975719163e-01
4.118000000000000327e+00,-5.348557208234434590e-01,-2.521637753839005725e-03,5.952597525399169198e-01
4.118999999999999773e+00,-5.240154749079095620e-01,-2.517335800741278291e-03,5.954680448724379849e-01
4.120000000000000107e+00,-5.127339458178259424e-01,-2.513547576762721440e-03,5.956760783467338616e-01
4.121000000000000441e+00,-5.010193737130693714e-01,-2.510261841612208052e-03,5.958838528522975020e-01
4.121999999999999886e+00,-4.888803564019608139e-01,-2.507466919407755953e-03,5.960913692220741744e-01
4.123000000000000220e+00,-4.763258422450225016e-01,-2.505150707298772761e-03,5.962986269155112762e-01
4.123999999999999666e+00,-4.633651227367499570e-01,-2.503300684440960041e-03,5.965056267749455632e-01
4.125000000000000000e+00,-4.500078247717355096e-01,-2.501903921316452149e-03,5.967123695404523698e-01
4.126000000000000334e+00,-4.362639026024841549e-01,-2.500947089391426879e-03,5.969188558686204793e-01
4.126999999999999780e+00,-4.221436294960350666e-01,-2.500416471103149210e-03,5.971250857456132932e-01
4.128000000000000114e+00,-4.076575890969924565e-01,-2.500297970168034300e-03,5.973310599430736723e-01
4.129000000000000448e+00,-3.928166665050113471e-01,-2.500577122202134617e-03,5.975367797459164576e-01
4.129999999999999893e+00,-3.776320390746552014e-01,-2.501239105645044081e-03,5.977422457373883224e-01
4.131000000000000227e+00,-3.621151669462436828e-01,-2.502268752978012607e-03,5.979474588275656144e-01
4.131999999999999673e+00,-3.462777833163602770e-01,-2.503650562226787321e-03,5.981524198397760728e-01
4.133000000000000007e+00,-3.301318844568330024e-01,-2.505368708739389664e-03,5.983571305056093470e-01
4.134000000000000341e+00,-3.136897194916322129e-01,-2.507407057228845052e-03,5.985615918241731226e-01
4.134999999999999787e+00,-2.969637799408357814e-01,-2.509749174070579920e-03,5.987658055310302041e-01
4.136000000000000121e+00,-2.799667890414735405e-01,-2.512378339844011446e-03,5.989697719874139681e-01
4.137000000000000455e+00,-2.627116908551544450e-01,-2.515277562107627596e-03,5.991734928387117964e-01
4.137999999999999901e+00,-2.452116391725451539e-01,-2.518429588396571030e-03,5.993769701595529353e-01
4.139000000000000234e+00,-2.274799862247968707e-01,-2.521816919431665860e-03,5.995802052017420447e-01
4.139999999999999680e+00,-2.095302712127853628e-01,-2.525421822528497486e-03,5.997831990037130190e-01
4.141000000000000014e+00,-1.913762086643261418e-01,-2.529226345195062942e-03,5.999859548947840127e-01
4.142000000000000348e+00,-1.730316766307396781e-01,-2.533212328906295392e-03,6.001884731550916063e-01
4.142999999999999794e+00,-1.545107047332172356e-01,-2.537361423043618495e-03,6.003907556134407963e-01
4.144000000000000128e+00,-1.358274620704597035e-01,-2.541655098987506863e-03,6.005928043563042440e-01
4.145000000000000462e+00,-1.169962449988592446e-01,-2.546074664350958094e-03,6.007946217177333459e-01
4.145999999999999908e+00,-9.803146479638658040e-02,-2.550601277341570279e-03,6.009962091664299288e-01
4.147000000000000242e+00,-7.894763522183451121e-02,-2.555215961239843802e-03,6.011975690279318663e-01
4.147999999999999687e+00,-5.975935998119668441e-02,-2.559899618981220908e-03,6.013987045677644527e-01
4.149000000000000021e+00,-4.048132011254562679e-02,-2.564633047829296270e-03,6.015996175999017703e-01
4.150000000000000355e+00,-2.112826130156029991e-02,-2.569396954127487788e-03,6.018003096833383081e-01
4.150999999999999801e+00,-1.714981139252417727e-03,-2.574171968116462528e-03,6.020007837708553078e-01
4.152000000000000135e+00,1.774368366597971897e-02,-2.578938658804509013e-03,6.022010425857345917e-01
4.153000000000000469e+00,3.723287010995938312e-02,-2.583677548878015023e-03,6.024010882227074370e-01
4.153999999999999915e+00,5.673770173628792102e-02,-2.588369129639164941e-03,6.026009236593572460e-01
4.155000000000000249e+00,7.624330148945175634e-02,-2.592993875957974158e-03,6.028005508489300279e-01
4.155999999999999694e+00,9.573480456560207186e-02,-2.597532261225711687e-03,6.029999728162909189e-01
4.157000000000000028e+00,1.151973712491546203e-01,-2.601964772296850616e-03,6.031991917651277069e-01
4.158000000000000362e+00,1.346161997226716089e-01,-2.606271924406617074e-03,6.033982106309268012e-01
4.158999999999999808e+00,1.539765388385450073e-01,-2.610434276051265632e-03,6.035970328530213536e-01
4.160000000000000142e+00,1.732637008402732881e-01,-2.614432443818268462e-03,6.037956613852943910e-01
4.161000000000000476e+00,1.924630740211851487e-01,-2.618247117153638982e-03,6.039940991495373890e-01
4.161999999999999922e+00,2.115601353091216552e-01,-2.621859073053628940e-03,6.041923500509293055e-01
4.163000000000000256e+00,2.305404627650935456e-01,-2.625249190668205255e-03,6.043904172545222497e-01
4.163999999999999702e+00,2.493897479839735642e-01,-2.628398465803709946e-03,6.045883033655564676e-01
4.165000000000000036e+00,2.680938083861152399e-01,-2.631288025312261691e-03,6.047860114284497879e-01
