freq_Hz,PSD
7.055664062500777334e+01,2.594492830115877070e-21
7.080078125000780176e+01,2.541018728511917977e-21
7.104492187500783018e+01,2.488826705347496397e-21
7.128906250000785860e+01,2.437881713913358744e-21
7.153320312500788702e+01,2.388149811878087781e-21
7.177734375000790124e+01,2.339598065449255635e-21
7.202148437500792966e+01,2.292194565611215630e-21
7.226562500000795808e+01,2.245908354420288435e-21
7.250976562500798650e+01,2.200709432123572777e-21
7.275390625000801492e+01,2.156568676787790280e-21
7.299804687500804334e+01,2.113457856340349559e-21
7.324218750000807177e+01,2.071349587450284878e-21
7.348632812500810019e+01,2.030217289372602496e-21
7.373046875000812861e+01,1.990035187919854783e-21
7.397460937500814282e+01,1.950778257471622226e-21
7.421875000000817124e+01,1.912422227893892227e-21
7.446289062500819966e+01,1.874943527027747836e-21
7.470703125000822808e+01,1.838319286307470535e-21
7.495117187500825651e+01,1.802527305474785916e-21
7.519531250000828493e+01,1.767546021769252288e-21
7.543945312500831335e+01,1.733354510608939237e-21
7.568359375000834177e+01,1.699932446702322155e-21
7.592773437500837019e+01,1.667260094922400304e-21
7.617187500000838440e+01,1.635318285120820616e-21
7.641601562500841283e+01,1.604088398982354268e-21
7.666015625000844125e+01,1.573552350731111432e-21
7.690429687500846967e+01,1.543692569968979023e-21
7.714843750000849809e+01,1.514491986660376650e-21
7.739257812500852651e+01,1.485934012213824768e-21
7.763671875000855493e+01,1.458002528298664386e-21
7.788085937500858336e+01,1.430681862805366469e-21
7.812500000000861178e+01,1.403956797170993246e-21
7.836914062500864020e+01,1.377812529207686696e-21
7.861328125000865441e+01,1.352234670536342633e-21
7.885742187500868283e+01,1.327209231846177117e-21
7.910156250000871125e+01,1.302722620998226182e-21
7.934570312500873968e+01,1.278761599943243539e-21
7.958984375000876810e+01,1.255313318916256086e-21
7.983398437500879652e+01,1.232365270819627853e-21
8.007812500000882494e+01,1.209905286642793087e-21
8.032226562500885336e+01,1.187921537056763373e-21
8.056640625000888178e+01,1.166402508580269675e-21
8.081054687500889600e+01,1.145337004728271281e-21
8.105468750000892442e+01,1.124714127370213512e-21
8.129882812500895284e+01,1.104523277242099951e-21
8.154296875000898126e+01,1.084754136255378266e-21
8.178710937500900968e+01,1.065396663864609997e-21
8.203125000000903810e+01,1.046441088795941308e-21
8.227539062500906653e+01,1.027877895056438060e-21
8.251953125000909495e+01,1.009697827667452112e-21
8.276367187500912337e+01,9.918918716181647797e-22
8.300781250000913758e+01,9.744512494412049657e-22
8.325195312500916600e+01,9.573674182980489116e-22
8.349609375000919442e+01,9.406320545216234479e-22
8.374023437500922284e+01,9.242370586352134137e-22
8.398437500000925127e+01,9.081745348724088844e-22
8.422851562500927969e+01,8.924368005663790881e-22
8.447265625000930811e+01,8.770163676519871087e-22
8.471679687500933653e+01,8.619059432255228677e-22
8.496093750000936495e+01,8.470984189666416144e-22
8.520507812500939337e+01,8.325868803825982969e-22
8.544921875000940759e+01,8.183645772037315378e-22
8.569335937500943601e+01,8.044249348913401422e-22
8.593750000000946443e+01,7.907615570331489311e-22
8.618164062500949285e+01,7.773681917428651826e-22
8.642578125000952127e+01,7.642387650694239912e-22
8.666992187500954969e+01,7.513673417615634269e-22
8.691406250000957812e+01,7.387481429592471693e-22
8.715820312500960654e+01,7.263755317357394474e-22
8.740234375000963496e+01,7.142440187889434705e-22
8.764648437500964917e+01,7.023482465337126668e-22
8.789062500000967759e+01,6.906829912049659939e-22
8.813476562500970601e+01,6.792431591301425026e-22
8.837890625000973444e+01,6.680237877998982037e-22
8.862304687500976286e+01,6.570200282155180993e-22
8.886718750000979128e+01,6.462271596405449954e-22
8.911132812500981970e+01,6.356405742768986925e-22
8.935546875000984812e+01,6.252557778610925512e-22
8.959960937500987654e+01,6.150683806816659508e-22
8.984375000000989075e+01,6.050741077683996969e-22
9.008789062500991918e+01,5.952687870748260575e-22
9.033203125000994760e+01,5.856483401378035955e-22
9.057617187500997602e+01,5.762087991090465202e-22
9.082031250001000444e+01,5.669462816774486001e-22
9.106445312501003286e+01,5.578570010691868253e-22
9.130859375001006129e+01,5.489372674054728667e-22
9.155273437501008971e+01,5.401834723701169251e-22
9.179687500001011813e+01,5.315920971763416704e-22
9.204101562501014655e+01,5.231597060350328708e-22
9.228515625001016076e+01,5.148829440703766020e-22
9.252929687501018918e+01,5.067585379124830311e-22
9.277343750001021760e+01,4.987832822338444727e-22
9.301757812501024603e+01,4.909540694663455632e-22
9.326171875001027445e+01,4.832678380670747181e-22
9.350585937501030287e+01,4.757216150177292785e-22
9.375000000001033129e+01,4.683124939181665483e-22
9.399414062501035971e+01,4.610376316992223331e-22
9.423828125001038813e+01,4.538942532945878829e-22
9.448242187501040235e+01,4.468796558053780795e-22
9.472656250001043077e+01,4.399911872523828639e-22
9.497070312501045919e+01,4.332262603165310115e-22
9.521484375001048761e+01,4.265823516302942379e-22
9.545898437501051603e+01,4.200569923323053388e-22
9.570312500001054445e+01,4.136477694182024902e-22
9.594726562501057288e+01,4.073523267694803970e-22
9.619140625001060130e+01,4.011683623532408164e-22
9.643554687501062972e+01,3.950936216885954505e-22
9.667968750001064393e+01,3.891259110650580741e-22
9.692382812501067235e+01,3.832630727794109397e-22
9.716796875001070077e+01,3.775030116878913098e-22
9.741210937501072920e+01,3.718436702994823235e-22
9.765625000001075762e+01,3.662830416875625533e-22
9.790039062501078604e+01,3.608191619072170535e-22
9.814453125001081446e+01,3.554501115104303479e-22
9.838867187501084288e+01,3.501740145927643663e-22
9.863281250001087130e+01,3.449890348684853106e-22
9.887695312501088551e+01,3.398933802727816481e-22
9.912109375001091394e+01,3.348852913854594461e-22
9.936523437501094236e+01,3.299630599180618328e-22
9.960937500001097078e+01,3.251249998517622456e-22
9.985351562501099920e+01,3.203694749403496154e-22
1.000976562500110276e+02,3.156948773212751341e-22
1.003417968750110560e+02,3.110996365260185911e-22
1.005859375000110845e+02,3.065822173290660729e-22
1.008300781250111129e+02,3.021411183554410772e-22
1.010742187500111413e+02,2.977748662443105507e-22
1.013183593750111555e+02,2.934820235570833082e-22
1.015625000000111839e+02,2.892611846707198958e-22
1.018066406250112124e+02,2.851109694810630941e-22
1.020507812500112408e+02,2.810300327635711615e-22
1.022949218750112692e+02,2.770170562600660942e-22
1.025390625000112976e+02,2.730707456430353111e-22
1.027832031250113261e+02,2.691898442053363603e-22
1.030273437500113545e+02,2.653731097424915403e-22
1.032714843750113829e+02,2.616193338194948977e-22
1.035156250000113971e+02,2.579273354239668477e-22
1.037597656250114255e+02,2.542959520172956264e-22
1.040039062500114539e+02,2.507240505526603813e-22
1.042480468750114824e+02,2.472105175040623699e-22
1.044921875000115108e+02,2.437542686387848801e-22
1.047363281250115392e+02,2.403542357328393428e-22
1.049804687500115676e+02,2.370093788974203229e-22
1.052246093750115961e+02,2.337186752816559243e-22
1.054687500000116245e+02,2.304811245125739467e-22
1.057128906250116387e+02,2.272957501723036482e-22
1.059570312500116671e+02,2.241615913103368293e-22
1.062011718750116955e+02,2.210777095420818658e-22
1.064453125000117240e+02,2.180431842595947065e-22
1.066894531250117524e+02,2.150571152437587046e-22
1.069335937500117808e+02,2.121186206232715669e-22
1.071777343750118092e+02,2.092268352330685271e-22
1.074218750000118376e+02,2.063809138222782380e-22
1.076660156250118661e+02,2.035800246384781659e-22
1.079101562500118945e+02,2.008233569050002146e-22
1.081542968750119087e+02,1.981101140248694521e-22
1.083984375000119371e+02,1.954395156987034254e-22
1.086425781250119655e+02,1.928107979398841726e-22
1.088867187500119940e+02,1.902232103594547386e-22
1.091308593750120224e+02,1.876760213094226496e-22
1.093750000000120508e+02,1.851685101980049731e-22
1.096191406250120792e+02,1.826999713685048055e-22
1.098632812500121076e+02,1.802697163162074536e-22
1.101074218750121361e+02,1.778770656372024887e-22
1.103515625000121503e+02,1.755213580247090390e-22
1.105957031250121787e+02,1.732019411769997345e-22
1.108398437500122071e+02,1.709181782899871441e-22
1.110839843750122355e+02,1.686694440672016879e-22
1.113281250000122640e+02,1.664551268313202902e-22
1.115722656250122924e+02,1.642746243151157703e-22
1.118164062500123208e+02,1.621273478921939121e-22
1.120605468750123492e+02,1.600127217123139256e-22
1.123046875000123777e+02,1.579301780994525483e-22
1.125488281250123919e+02,1.558791619647798384e-22
1.127929687500124203e+02,1.538591292587188427e-22
1.130371093750124487e+02,1.518695475921982633e-22
1.132812500000124771e+02,1.499098906614033818e-22
1.135253906250125056e+02,1.479796480458054012e-22
1.137695312500125340e+02,1.460783146647790892e-22
1.140136718750125624e+02,1.442053971520942790e-22
1.142578125000125908e+02,1.423604102177067811e-22
1.145019531250126192e+02,1.405428814963276195e-22
1.147460937500126477e+02,1.387523415750516080e-22
1.149902343750126619e+02,1.369883360879986248e-22
1.152343750000126903e+02,1.352504149249087409e-22
1.154785156250127187e+02,1.335381392647915444e-22
1.157226562500127471e+02,1.318510765825078345e-22
1.159667968750127756e+02,1.301888043767456658e-22
1.162109375000128040e+02,1.285509069130423212e-22
1.164550781250128324e+02,1.269369758965255122e-22
1.166992187500128608e+02,1.253466133853632676e-22
1.169433593750128892e+02,1.237794240791245685e-22
1.171875000000129035e+02,1.222350251454311557e-22
1.174316406250129319e+02,1.207130373951552483e-22
1.176757812500129603e+02,1.192130901308140309e-22
1.179199218750129887e+02,1.177348206235941924e-22
1.181640625000130171e+02,1.162778692549737054e-22
1.184082031250130456e+02,1.148418879030229154e-22
1.186523437500130740e+02,1.134265298768097371e-22
1.188964843750131024e+02,1.120314593908961122e-22
1.191406250000131308e+02,1.106563440968295739e-22
1.193847656250131450e+02,1.093008578369197419e-22
1.196289062500131735e+02,1.079646825955957386e-22
1.198730468750132019e+02,1.066475034827905129e-22
1.201171875000132303e+02,1.053490118634891086e-22
1.203613281250132587e+02,1.040689069652709207e-22
1.206054687500132871e+02,1.028068913117416595e-22
1.208496093750133156e+02,1.015626722892848013e-22
1.210937500000133440e+02,1.003359654459297669e-22
1.213378906250133724e+02,9.912648855524374702e-23
1.215820312500134008e+02,9.793396566134353299e-23
1.218261718750134150e+02,9.675812670831271774e-23
1.220703125000134435e+02,9.559870399047555828e-23
1.223144531250134719e+02,9.445543710310978292e-23
1.225585937500135003e+02,9.332806916058774374e-23
1.228027343750135287e+02,9.221634772431614755e-23
1.230468750000135572e+02,9.112002601739633857e-23
1.232910156250135856e+02,9.003885925402924731e-23
1.235351562500136140e+02,8.897261009318946951e-23
1.237792968750136424e+02,8.792104156892887912e-23
1.240234375000136566e+02,8.688392669879763927e-23
1.242675781250136851e+02,8.586103598905441208e-23
1.245117187500137135e+02,8.485214817032554970e-23
1.247558593750137419e+02,8.385704420211170908e-23
1.250000000000137703e+02,8.287550940126980225e-23
1.252441406250137987e+02,8.190733265849565333e-23
1.254882812500138272e+02,8.095230664752316640e-23
1.257324218750138556e+02,8.001022916619174586e-23
1.259765625000138840e+02,7.908089758529812176e-23
1.262207031250138982e+02,7.816411459568875928e-23
1.264648437500139266e+02,7.725968975610884294e-23
1.267089843750139551e+02,7.636743210770774533e-23
1.269531250000139835e+02,7.548715485607581439e-23
1.271972656250140119e+02,7.461867481213117071e-23
1.274414062500140403e+02,7.376181031153015948e-23
1.276855468750140687e+02,7.291638663401707666e-23
1.279296875000140972e+02,7.208222769486975997e-23
1.281738281250141256e+02,7.125916218945043031e-23
1.284179687500141540e+02,7.044702257940786526e-23
1.286621093750141824e+02,6.964564358619801065e-23
1.289062500000142109e+02,6.885486234403741295e-23
1.291503906250142393e+02,6.807451875855757184e-23
1.293945312500142677e+02,6.730445683322150446e-23
1.296386718750142677e+02,6.654452021180650838e-23
1.298828125000142961e+02,6.579455859699255853e-23
1.301269531250143245e+02,6.505442205896872278e-23
1.303710937500143530e+02,6.432396395760779290e-23
1.306152343750143814e+02,6.360303980209792668e-23
1.308593750000144098e+02,6.289150723017066352e-23
1.311035156250144382e+02,6.218922843518112696e-23
1.313476562500144667e+02,6.149606436179056360e-23
1.315917968750144951e+02,6.081188037432061445e-23
1.318359375000145235e+02,6.013654401339599113e-23
1.320800781250145519e+02,5.946992568021990896e-23
1.323242187500145803e+02,5.881189594870727715e-23
1.325683593750146088e+02,5.816232902503295183e-23
1.328125000000146372e+02,5.752110066082344667e-23
1.330566406250146656e+02,5.688808869209402115e-23
1.333007812500146940e+02,5.626317304401054937e-23
1.335449218750147224e+02,5.564623652629055846e-23
1.337890625000147509e+02,5.503716118520850224e-23
1.340332031250147793e+02,5.443583475402849992e-23
1.342773437500147793e+02,5.384214218680172309e-23
1.345214843750148077e+02,5.325597684645032271e-23
1.347656250000148361e+02,5.267722598884055731e-23
1.350097656250148646e+02,5.210578485991505817e-23
1.352539062500148930e+02,5.154154779836128260e-23
1.354980468750149214e+02,5.098441089729690244e-23
1.357421875000149498e+02,5.043427294689184148e-23
1.359863281250149782e+02,4.989103205448520832e-23
1.362304687500150067e+02,4.935459148735420616e-23
1.364746093750150351e+02,4.882485312325301272e-23
1.367187500000150635e+02,4.830172199040359431e-23
1.369628906250150919e+02,4.778510367462863487e-23
1.372070312500151203e+02,4.727490585024610663e-23
1.374511718750151488e+02,4.677103780610573957e-23
1.376953125000151772e+02,4.627340918918933237e-23
1.379394531250152056e+02,4.578193327976491944e-23
1.381835937500152340e+02,4.529652208097495876e-23
1.384277343750152625e+02,4.481709070359866767e-23
1.386718750000152625e+02,4.434355472474412867e-23
1.389160156250152909e+02,4.387583219355768943e-23
1.391601562500153193e+02,4.341384140435831930e-23
1.394042968750153477e+02,4.295750155979028463e-23
1.396484375000153761e+02,4.250673502586261775e-23
1.398925781250154046e+02,4.206146394742169514e-23
1.401367187500154330e+02,4.162161123400718715e-23
1.403808593750154614e+02,4.118710216460314437e-23
1.406250000000154898e+02,4.075786257028793161e-23
1.408691406250155183e+02,4.033381988093432938e-23
1.411132812500155467e+02,3.991490130861993630e-23
1.413574218750155751e+02,3.950103782745837884e-23
1.416015625000156035e+02,3.909215891517641921e-23
